id,filename,repository,categories,status,confidence,related_repositories,related_artifacts_note
2858,"BELL24H-COMPREHENSIVE-AUDIT-REPORT.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2859,"bell24h-deploy.zip","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2860,"BELL24H-DOCUMENTATION-ENHANCEMENT-AUDIT.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2861,"new-mcp-server.yaml","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2862,"new-mcpServer.yaml","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2863,"new-model.yaml","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2864,"Dockerfile","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
2865,"environment.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2866,"mcp.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2867,"settings.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2868,".env.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2869,".env.local.backup.1756839874707","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2870,".env.local.backup.1756844683945","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2871,".env.local.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2872,".env.local.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2873,".env.neon","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2874,".env.neon.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2875,".env.production.example","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2876,".env.production.protected-backup","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2877,".env.production.template","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2878,".env.staging","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2879,".env.template","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2880,".env.test","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2881,".env.windsurf","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2882,"cypress.yml","old-digitex-erp-bell24h","DevOps;Automation;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2883,"deploy.yml","old-digitex-erp-bell24h","Deployment;Infrastructure;DevOps;Automation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2884,"pages.yml","old-digitex-erp-bell24h","DevOps;Automation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2885,".protected-files-checksums.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2886,"Complete RFQ Routes, Prisma Baseline, and Deploy.md","old-digitex-erp-bell24h","Database;Deployment;Infrastructure;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
2887,"Server Verification And n8n 502 Fix Over SSH.md","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
2888,".vercel-env-vars.txt","old-digitex-erp-bell24h","Infrastructure;Deployment","Legacy","medium-high (filename/path keyword match, content not read)","",""
2889,".webthinkerrc.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2890,"ADD-DNS-A-RECORDS.md","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
2891,"ADMIN-PANEL-COMPREHENSIVE-AUDIT.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2892,"Aggressive-Git-Cleanup.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2893,"docker-compose.yml","old-digitex-erp-bell24h","Infrastructure;DevOps;AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2894,"Dockerfile","old-digitex-erp-bell24h","Infrastructure;DevOps;AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2895,"main.py","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2896,"monitoring.py","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2897,"requirements.txt","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2898,"AI-FEATURES-COMPLETE-STATUS.md","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2899,"ALL-API-ROUTES-SUMMARY.md","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2900,"API-AI-FEATURES-VERIFICATION.md","old-digitex-erp-bell24h","API;AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2901,"api-spec.yaml","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2902,"package.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2903,"audit-report-2025-09-02.json","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2904,"404-scan-20250801_022036.txt","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2905,"auto-deploy-everything.ps1","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2906,"AUTO-DEPLOY-NOW.ps1","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2907,"AUTO-DEPLOY-SUMMARY.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2908,"auto-execution-config.json","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2909,"auto-fix-502-and-deploy.sh","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2910,"AUTO-VERIFY-SITE.ps1","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2911,"automated-deployment-verification.ps1","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2912,"AUTO_DEPLOY_FINAL.cjs","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2913,"engine.py","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2914,"engine_prisma.py","old-digitex-erp-bell24h","Database;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2915,"__init__.py","old-digitex-erp-bell24h","Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2916,"ab_test.py","old-digitex-erp-bell24h","API;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2917,"tasks.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2918,"__init__.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2919,"ai.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2920,"__init__.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2921,"__init__.py","old-digitex-erp-bell24h","API","Legacy","medium-high (filename/path keyword match, content not read)","",""
2922,"prioritizer.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2923,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2924,"verify.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2925,"postgres.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2926,"scaling.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2927,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2928,"conversion_dashboard.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2929,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2930,"protocol.py","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2931,"__init__.py","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2932,"ai_services.py","old-digitex-erp-bell24h","AI","Legacy","medium-high (filename/path keyword match, content not read)","",""
2933,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2934,"enhancement_queue.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2935,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2936,"__init__.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2937,"deploy.sh","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2938,"DEPLOYMENT.md","old-digitex-erp-bell24h","Deployment;Infrastructure","Legacy","medium-high (filename/path keyword match, content not read)","",""
2939,"dev_server.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2940,"docker-compose.yml","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
2941,"Dockerfile","old-digitex-erp-bell24h","Infrastructure;DevOps","Legacy","medium-high (filename/path keyword match, content not read)","",""
2942,"N8N_WORKFLOW_SETUP.md","old-digitex-erp-bell24h","Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2943,"README.md","old-digitex-erp-bell24h","Automation;n8n;Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2944,"test-workflows.sh","old-digitex-erp-bell24h","Automation;n8n;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2945,"invite-companies-claim.json","old-digitex-erp-bell24h","Automation;n8n","Legacy","medium-high (filename/path keyword match, content not read)","",""
2946,"marketing-automation.json","old-digitex-erp-bell24h","Automation;n8n;Marketing","Legacy","medium-high (filename/path keyword match, content not read)","",""
2947,"rfq-ai-matching.json","old-digitex-erp-bell24h","AI;Automation;n8n;RFQ","Legacy","medium-high (filename/path keyword match, content not read)","",""
2948,"PRODUCTION_CHECKLIST.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2949,"README.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2950,"requirements.txt","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2951,"clean_fake_data.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2952,"README_POST_AUDIT.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2953,"run_post_audit_protocol.py","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2954,"train_sample_rfq_model.py","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2955,"test_ai_explain.py","old-digitex-erp-bell24h","AI;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2956,"test_ai_service.py","old-digitex-erp-bell24h","AI;Testing;QA","Legacy","medium-high (filename/path keyword match, content not read)","",""
2957,"backup-critical-files.cjs","old-digitex-erp-bell24h","Unknown","Legacy","low","",""
2958,"BELL24h Bootstrap Risk Audit & Mitigation Report.pdf","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2959,"BELL24H-COMPREHENSIVE-AUDIT-REPORT.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2960,"BELL24H-DOCUMENTATION-ENHANCEMENT-AUDIT.md","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
2961,"bell24h_audit_20250726_123214.txt","old-digitex-erp-bell24h","Documentation","Legacy","medium-high (filename/path keyword match, content not read)","",""
